time,IMP,target,VNINDEX_lag2,PHARMA_lag1
2019-03-28,15.56,0,969.79,18.9296
2019-03-29,15.56,0,975.91,19.188
2019-04-01,15.11,0,982.98,19.2032
2019-04-02,15.11,0,980.76,19.0222
2019-04-03,14.88,1,988.53,19.0618
2019-04-04,14.91,0,985.81,18.9218
2019-04-05,14.88,1,984.46,18.744
2019-04-08,15.09,0,986.91,18.6494
2019-04-09,14.91,0,989.26,18.6052
2019-04-10,14.88,1,997.56,18.7552
2019-04-11,15.03,0,988.48,18.8078
2019-04-12,15.03,0,981.91,18.6862
2019-04-16,14.91,1,985.95,18.7716
2019-04-17,15.06,0,982.9,18.7956
2019-04-18,14.97,0,977.17,18.7776
2019-04-19,14.97,1,972.1,18.7572
2019-04-22,15.09,1,962.3,19.0038
2019-04-23,15.11,1,966.21,19.0248
2019-04-24,15.23,0,965.86,19.1364
2019-04-25,15.23,0,968.0,19.2568
2019-04-26,15.23,0,976.92,19.2444
2019-05-02,15.0,0,974.13,19.0108
2019-05-03,14.97,0,979.64,19.2102
2019-05-06,14.82,1,978.5,19.2296
2019-05-07,15.11,1,974.14,18.9512
2019-05-08,15.41,0,957.97,18.8962
2019-05-09,15.0,1,957.56,18.9278
2019-05-10,15.38,0,951.22,18.8216
2019-05-13,14.94,1,947.01,18.9176
2019-05-14,14.97,0,952.55,18.9608
2019-05-15,14.97,0,958.54,18.69
2019-05-16,14.85,0,965.34,18.9002
2019-05-17,14.85,1,975.64,18.9762
2019-05-20,14.97,0,975.69,18.9304
2019-05-21,14.82,1,976.48,18.9886
2019-05-22,14.85,1,987.13,18.8092
2019-05-23,15.11,0,986.29,18.746
2019-05-24,14.73,1,983.78,18.8398
2019-05-27,15.11,0,982.71,18.8162
2019-05-28,15.11,0,970.03,18.9198
2019-05-29,15.06,0,975.14,18.9664
2019-05-30,15.03,1,972.0,19.0354
2019-05-31,15.09,0,971.54,19.0306
2019-06-03,14.76,0,969.34,18.9842
2019-06-04,14.76,0,959.88,18.7374
2019-06-05,14.7,0,946.47,18.6916
2019-06-06,14.65,1,951.16,18.7676
2019-06-07,14.97,0,951.41,18.858600000000003
2019-06-10,14.94,0,948.21,18.9844
2019-06-11,14.91,0,958.28,18.747
2019-06-12,14.67,1,962.9,18.856
2019-06-13,14.83,1,962.07,18.863
2019-06-14,14.92,0,954.17,18.6002
2019-06-17,14.8,0,950.08,18.678800000000003
2019-06-18,14.8,0,953.61,18.3924
2019-06-19,14.64,0,946.95,18.2948
2019-06-20,14.61,1,944.01,18.3492
2019-06-21,14.67,0,949.69,18.6696
2019-06-24,14.54,0,959.18,18.6452
2019-06-25,14.37,1,959.2,18.7744
2019-06-26,14.67,0,962.85,18.667
2019-06-27,14.63,0,960.13,18.8668
2019-06-28,14.46,0,959.13,18.9616
2019-07-01,14.28,0,943.11,19.053
2019-07-02,14.12,1,949.94,18.9294
2019-07-03,14.19,1,965.61,18.9964
2019-07-04,14.49,1,961.98,18.719
2019-07-05,14.55,1,960.39,18.70490196078432
2019-07-08,14.64,1,973.04,18.515098039215687
2019-07-09,14.67,0,975.34,18.42529411764706
2019-07-10,14.67,0,966.35,18.518039215686272
2019-07-11,14.67,0,969.05,18.54627450980392
2019-07-12,14.64,0,973.65,18.686666666666667
2019-07-15,14.64,0,978.63,18.786666666666665
2019-07-16,14.64,1,975.4,18.45019607843137
2019-07-17,14.67,0,972.53,18.407647058823528
2019-07-18,14.67,0,982.11,18.31
2019-07-19,14.67,0,982.57,18.275098039215685
2019-07-22,14.37,1,976.05,18.51176470588236
2019-07-23,14.52,1,982.34,18.475882352941177
2019-07-24,14.61,1,982.04,18.424117647058825
2019-07-25,14.64,1,989.46,18.45529411764706
2019-07-26,14.67,0,988.41,18.492941176470588
2019-07-29,14.64,0,994.95,18.48764705882353
2019-07-30,14.64,1,993.35,18.524901960784312
2019-07-31,15.29,0,997.94,18.545882352941177
2019-08-01,14.92,0,986.02,18.475490196078432
2019-08-02,14.67,0,991.66,18.392941176470583
2019-08-05,14.64,1,997.39,18.42627450980392
2019-08-06,14.67,0,991.1,18.53156862745098
2019-08-08,14.64,0,973.15,18.3843137254902
2019-08-09,14.64,0,964.61,18.319411764705883
2019-08-12,14.64,0,975.24,18.516470588235293
2019-08-13,14.64,0,974.34,18.46509803921569
2019-08-15,14.64,0,975.31,18.27764705882353
2019-08-16,14.64,0,966.83,18.225882352941177
2019-08-19,14.64,1,979.38,18.139607843137256
2019-08-20,14.67,0,980.0,18.14843137254902
2019-08-21,14.67,0,981.03,18.06705882352941
2019-08-22,14.67,0,984.67,18.004901960784313
2019-08-26,14.67,0,994.38,18.08372549019608
2019-08-27,14.67,0,997.26,17.915098039215685
2019-08-28,14.67,0,982.88,17.85156862745098
2019-08-29,14.64,1,976.79,17.823333333333334
2019-08-30,14.67,0,977.26,17.95176470588235
2019-09-03,14.67,0,978.59,18.04019607843137
2019-09-04,14.66,1,984.06,18.06686274509804
2019-09-06,14.67,0,979.36,17.981764705882355
2019-09-09,14.67,0,977.63,18.00078431372549
2019-09-10,14.67,0,974.08,18.10803921568628
2019-09-11,14.64,1,974.12,18.14235294117647
2019-09-12,14.66,0,970.26,18.07921568627451
2019-09-13,14.66,0,969.31,18.0378431372549
2019-09-16,14.66,0,976.07,18.19686274509804
2019-09-17,14.66,0,987.22,18.18
2019-09-18,14.64,1,989.86,18.182156862745096
2019-09-19,14.67,0,996.74,18.234117647058824
2019-09-20,14.61,1,995.15,18.07686274509804
2019-09-23,14.64,0,997.1,18.246470588235294
2019-09-24,14.64,0,990.36,17.963529411764707
2019-09-25,14.64,1,987.54,18.035882352941176
2019-09-26,14.66,1,988.13,18.148823529411764
2019-09-27,15.19,1,987.3,18.18745098039216
2019-09-30,15.29,0,990.75,18.2221568627451
2019-10-01,14.98,0,997.84,18.377843137254903
2019-10-02,14.86,1,996.56,18.12921568627451
2019-10-04,14.98,1,999.59,18.02921568627451
2019-10-07,15.29,0,991.19,18.01529411764706
2019-10-08,15.26,1,987.59,18.097843137254905
2019-10-09,15.29,0,983.09,18.04019607843137
2019-10-10,14.89,1,988.22,18.085686274509804
2019-10-11,14.98,1,987.83,18.14509803921569
2019-10-14,15.13,0,987.38,18.293529411764705
2019-10-15,14.89,0,991.84,18.121960784313725
2019-10-16,14.86,0,993.57,18.12274509803921
2019-10-17,14.86,1,993.05,18.265882352941176
2019-10-18,15.35,0,994.46,18.191960784313725
2019-10-21,14.98,0,989.82,18.18803921568628
2019-10-22,14.83,0,989.2,18.286666666666665
2019-10-23,14.67,1,983.56,18.27705882352941
2019-10-24,14.71,1,987.19,18.24058823529412
2019-10-25,14.98,0,987.79,18.31235294117647
2019-10-28,14.83,1,993.6,18.36588235294117
2019-10-29,14.84,0,996.57,18.37078431372549
2019-10-30,14.83,1,996.48,18.33490196078431
2019-10-31,15.12,0,995.87,18.41607843137255
2019-11-01,14.86,0,1000.89,18.285098039215686
2019-11-04,14.84,1,998.82,18.16176470588235
2019-11-05,14.98,0,1015.59,18.236078431372547
2019-11-06,14.98,0,1022.43,18.134117647058822
2019-11-07,14.98,0,1024.34,18.045882352941177
2019-11-08,14.98,0,1024.91,17.999019607843138
2019-11-11,14.98,0,1024.03,17.83764705882353
2019-11-12,14.98,1,1022.49,17.909411764705883
2019-11-13,15.0,1,1016.75,17.855686274509804
2019-11-14,15.07,1,1018.33,18.029607843137256
2019-11-15,15.13,1,1012.77,17.920980392156864
2019-11-18,15.59,1,1012.3,17.80843137254902
2019-11-19,16.51,1,1010.03,17.884901960784315
2019-11-20,16.75,1,1002.91,17.891960784313724
2019-11-21,17.09,0,1008.35,17.861568627450982
2019-11-22,16.51,0,1000.56,17.729411764705883
2019-11-25,16.39,1,987.89,17.686666666666667
2019-11-27,16.48,1,977.78,17.54607843137255
2019-11-28,16.69,0,976.35,17.815192307692307
2019-11-29,16.66,0,978.17,17.747307692307693
2019-12-02,16.66,0,970.39,17.71846153846154
2019-12-03,16.33,1,970.75,17.92596153846154
2019-12-04,16.45,0,959.31,17.70980769230769
2019-12-05,15.81,1,953.43,17.83
2019-12-06,16.2,0,965.9,17.88826923076923
2019-12-09,16.2,0,963.27,17.975384615384616
2019-12-10,16.2,0,963.56,17.96923076923077
2019-12-11,16.2,0,966.06,17.86076923076923
2019-12-12,16.2,0,960.3,17.95307692307692
2019-12-13,15.96,0,961.78,17.98519230769231
2019-12-16,15.96,1,968.17,17.872307692307693
2019-12-17,16.02,0,966.18,17.889038461538462
2019-12-18,16.02,0,961.47,17.976923076923075
2019-12-19,16.02,0,954.03,17.935
2019-12-20,15.59,0,951.13,17.895192307692305
2019-12-23,15.29,0,952.26,17.986153846153847
2019-12-24,15.29,0,956.41,18.21192307692308
2019-12-25,14.89,1,959.43,18.30326923076923
2019-12-27,14.92,0,958.88,18.086346153846154
2019-12-30,14.77,0,960.92,18.39480769230769
2019-12-31,14.67,1,963.51,18.68769230769231
2020-01-02,14.74,0,965.03,19.04826923076923
2020-01-03,14.67,1,960.99,19.01980769230769
2020-01-06,14.98,0,966.67,19.11942307692308
2020-01-08,14.8,1,965.14,18.856153846153845
2020-01-09,14.97,1,955.79,18.838653846153846
2020-01-10,15.15,0,948.98,18.87692307692308
2020-01-13,15.1,1,960.15,18.856923076923074
2020-01-14,15.13,0,968.54,18.77942307692308
2020-01-15,14.98,0,965.84,18.83
2020-01-16,14.98,1,967.0,18.87442307692308
2020-01-17,15.03,1,967.56,18.90192307692308
2020-01-21,15.13,1,974.31,18.99692307692308
2020-01-22,15.29,1,978.96,19.13615384615385
2020-01-30,15.68,1,986.37,19.191538461538464
2020-01-31,16.75,1,991.46,19.282692307692308
2020-02-03,17.12,0,959.58,19.568653846153847
2020-02-04,16.6,0,936.62,19.56173076923077
2020-02-05,16.2,0,928.14,19.36230769230769
2020-02-06,15.81,1,929.09,19.27826923076924
2020-02-07,16.36,1,925.91,19.13346153846154
2020-02-10,16.75,1,938.54,19.23826923076923
2020-02-11,17.15,1,940.75,19.42692307692308
2020-02-12,17.55,1,930.73,19.425192307692303
2020-02-13,17.58,1,934.67,19.49884615384616
2020-02-14,17.67,0,937.68,19.30807692307692
2020-02-17,17.4,1,938.24,19.372884615384613
2020-02-18,18.59,1,937.45,19.387307692307694
2020-02-19,18.77,0,934.77,19.380384615384614
2020-02-20,18.5,1,927.93,19.36326923076923
2020-02-21,18.92,1,928.76,19.340576923076924
2020-02-24,18.95,0,938.13,19.236730769230768
2020-02-25,18.53,0,933.09,19.23038461538461
2020-02-26,18.37,0,903.34,19.22384615384616
2020-02-27,17.88,0,909.67,19.24326923076923
2020-02-28,17.82,0,895.97,19.2225
2020-03-02,17.73,1,898.44,19.17807692307692
2020-03-03,17.95,0,882.19,19.045192307692307
2020-03-04,17.82,1,884.43,18.8925
2020-03-05,18.56,1,890.61,18.837884615384617
2020-03-06,18.71,0,889.37,18.720192307692308
2020-03-09,17.43,1,893.31,18.864807692307693
2020-03-10,17.79,1,891.44,18.452115384615382
2020-03-11,18.04,0,835.49,18.60596153846154
2020-03-12,16.78,1,837.5,18.45442307692308
2020-03-13,16.97,0,811.35,18.17480769230769
2020-03-16,15.84,1,769.25,17.891538461538463
2020-03-17,16.23,0,761.78,17.987115384615386
2020-03-18,15.99,0,747.86,17.467692307692307
2020-03-19,15.59,1,745.78,17.6911320754717
2020-03-20,15.65,0,747.66,17.58754716981132
2020-03-23,14.57,0,725.94,17.42754716981132
2020-03-24,13.56,1,709.73,16.91433962264151
2020-03-25,14.03,0,666.59,16.80018867924528
2020-03-26,13.33,0,659.21,16.833584905660377
2020-03-27,12.86,0,690.25,16.762264150943395
2020-03-30,12.86,1,694.21,16.77433962264151
2020-04-01,13.16,1,696.06,16.552264150943397
2020-04-03,13.54,1,662.26,16.57509433962264
2020-04-06,14.35,1,680.23,16.870754716981132
2020-04-07,14.49,1,701.8,17.116981132075473
2020-04-08,14.67,1,736.75,17.090188679245284
2020-04-09,14.92,0,746.69,17.276981132075473
2020-04-10,14.92,1,748.02,17.483207547169812
2020-04-13,15.44,1,760.33,17.49566037735849
2020-04-15,15.5,1,757.94,17.48811320754717
2020-04-16,15.53,1,765.79,17.659245283018866
2020-04-17,16.39,1,777.22,17.677735849056603
2020-04-20,16.81,0,780.7,17.810943396226417
2020-04-21,16.2,0,789.6,17.853207547169813
2020-04-22,16.2,1,794.97,17.60301886792453
2020-04-23,16.45,0,766.84,17.740188679245282
2020-04-24,16.36,0,768.92,17.87811320754717
2020-04-27,16.2,1,773.91,17.872264150943398
2020-04-28,16.39,0,776.66,17.991509433962264
2020-04-29,16.36,0,770.77,18.07943396226415
2020-05-04,15.93,1,767.21,18.01622641509434
2020-05-05,16.05,1,769.11,17.960377358490565
2020-05-06,16.14,1,762.47,17.966037735849056
2020-05-07,16.2,0,764.16,18.186603773584903
2020-05-08,16.2,1,782.59,18.116603773584902
2020-05-11,16.51,1,796.54,18.04943396226415
2020-05-12,16.54,1,813.73,18.25490566037736
2020-05-13,16.57,1,828.33,18.31584905660377
2020-05-14,17.15,0,835.32,18.2688679245283
2020-05-15,17.12,0,834.21,18.270377358490563
2020-05-18,17.06,0,832.4,18.161698113207542
2020-05-19,16.51,0,827.03,18.19
2020-05-20,16.51,0,837.01,18.09113207547169
2020-05-21,16.36,0,845.92,18.1611320754717
2020-05-22,16.17,1,852.91,18.29830188679245
2020-05-25,16.48,1,862.73,18.245283018867923
2020-05-26,16.51,0,852.74,18.31584905660377
2020-05-27,16.33,1,859.04,18.30754716981132
2020-05-28,16.51,1,869.13,18.354339622641508
2020-05-29,16.57,1,857.48,18.220943396226417
2020-06-01,17.15,1,861.39,18.36716981132076
2020-06-02,17.58,1,864.47,18.49584905660377
2020-06-03,18.28,1,878.67,18.347735849056605
2020-06-04,18.43,0,874.8,18.267169811320755
2020-06-05,18.31,0,881.17,18.47867924528302
2020-06-08,17.98,0,883.9,18.538679245283017
2020-06-09,17.88,0,886.22,18.83037735849057
2020-06-10,17.85,0,899.92,18.753962264150942
2020-06-11,17.18,0,899.43,18.54339622641509
2020-06-12,16.94,0,900.0,18.385471698113207
2020-06-15,16.81,1,867.37,18.34509433962264
2020-06-16,17.12,0,863.52,18.18566037735849
2020-06-17,17.12,0,832.47,18.321320754716982
2020-06-18,16.97,0,856.13,18.258490566037736
2020-06-19,16.97,1,854.44,18.21203703703704
2020-06-22,17.21,1,855.27,18.41148148148148
2020-06-23,17.73,1,868.56,18.40462962962963
2020-06-24,17.95,0,871.28,18.25611111111111
2020-06-25,17.73,0,868.2,18.212777777777777
2020-06-26,17.73,0,859.71,18.221481481481483
2020-06-29,17.3,0,854.59,18.17981481481481
2020-06-30,17.27,1,851.98,17.954074074074075
2020-07-01,17.43,1,829.36,18.041481481481483
2020-07-02,17.7,1,825.11,18.06833333333333
2020-07-03,17.98,0,843.49,18.05388888888889
2020-07-06,17.85,0,842.38,18.088703703703704
2020-07-07,17.73,0,847.61,18.215740740740745
2020-07-08,17.73,1,861.16,18.212222222222223
2020-07-09,17.85,1,863.42,18.14962962962963
2020-07-10,17.88,1,864.5,18.314814814814813
2020-07-13,18.1,1,876.46,18.331666666666667
2020-07-14,18.72,1,871.21,18.496296296296297
2020-07-15,18.76,0,868.72,18.560925925925925
2020-07-16,18.39,0,868.11,18.71962962962963
2020-07-17,18.39,1,869.91,18.787777777777777
2020-07-20,18.6,0,876.83,18.74351851851852
2020-07-21,18.6,0,872.02,18.496666666666663
2020-07-22,18.23,0,861.4,18.53537037037037
2020-07-23,18.19,0,861.69,18.44185185185185
2020-07-24,17.18,0,855.08,18.09722222222222
2020-07-27,16.03,1,856.75,18.05925925925926
2020-07-28,17.14,0,829.16,17.867962962962963
2020-07-29,16.86,1,785.17,18.25592592592593
2020-07-30,16.98,1,813.36,18.41425925925926
2020-07-31,17.47,1,790.84,18.557962962962964
2020-08-03,17.77,1,801.13,18.55185185185185
2020-08-04,17.99,0,798.39,18.800555555555555
2020-08-05,17.87,0,814.65,18.79907407407408
2020-08-06,17.79,0,827.57,18.753703703703703
2020-08-07,17.77,0,837.8,18.65611111111111
2020-08-10,17.75,0,840.04,18.696296296296296
2020-08-11,17.75,0,841.46,18.647962962962964
2020-08-12,17.63,1,843.2,18.64037037037037
2020-08-13,17.71,1,843.08,18.649259259259257
2020-08-14,18.31,1,846.92,18.80425925925926
2020-08-17,18.78,0,855.05,18.826851851851853
2020-08-18,18.78,1,850.74,18.80296296296296
2020-08-19,18.8,0,850.15,19.071296296296296
2020-08-20,18.56,1,846.43,19.08981481481481
2020-08-21,19.28,1,851.21,19.02351851851852
2020-08-24,19.53,0,848.21,18.95740740740741
2020-08-25,19.47,0,854.78,19.31111111111111
2020-08-26,19.45,0,868.68,19.32314814814815
2020-08-27,19.45,1,874.12,19.18962962962963
2020-08-28,19.57,0,873.47,19.20907407407408
2020-08-31,19.14,0,874.71,19.442222222222224
2020-09-01,19.1,0,878.98,19.515555555555554
2020-09-03,19.1,0,881.65,19.525370370370368
2020-09-04,19.1,1,891.73,19.356296296296296
2020-09-07,19.2,1,903.97,19.382962962962964
2020-09-08,19.41,0,901.54,19.215925925925927
2020-09-09,19.26,0,888.25,19.334444444444443
2020-09-11,19.24,1,890.14,19.334814814814813
2020-09-14,19.47,1,889.32,19.30574074074074
2020-09-15,20.01,0,888.97,19.19
2020-09-16,19.97,0,894.57,19.175185185185185
2020-09-17,19.97,0,896.26,19.289444444444445
2020-09-18,19.87,0,897.47,19.342407407407407
2020-09-21,19.85,0,894.04,19.287222222222223
2020-09-22,19.63,0,900.95,19.183703703703703
2020-09-23,19.57,0,907.94,19.14981481481481
2020-09-24,19.47,0,906.19,19.40425925925926
2020-09-25,19.41,0,912.5,19.306666666666665
2020-09-29,19.32,1,908.58,19.31796296296297
2020-09-30,19.41,1,908.27,19.277962962962963
2020-10-01,19.43,0,903.98,19.47537037037037
2020-10-02,19.35,0,905.21,19.53
2020-10-05,19.35,1,914.09,19.287407407407407
2020-10-06,19.41,0,909.91,19.35833333333333
2020-10-07,19.28,0,914.68,19.416666666666668
2020-10-08,19.28,0,915.67,19.26037037037037
2020-10-09,19.2,0,919.72,19.33555555555556
2020-10-12,19.12,1,918.84,19.396481481481484
2020-10-13,19.32,0,924.0,19.29555555555556
2020-10-14,19.24,0,925.83,19.262222222222224
2020-10-15,19.2,0,929.86,19.419444444444448
2020-10-16,19.12,0,940.18,19.22777777777777
2020-10-19,19.04,0,942.76,19.36092592592593
2020-10-20,18.88,1,943.3,19.287407407407407
2020-10-21,18.9,0,943.69,19.395925925925926
2020-10-22,18.76,1,944.42,19.4522641509434
2020-10-23,18.84,1,939.03,19.45452830188679
2020-10-26,18.86,0,949.9,19.405471698113207
2020-10-28,18.72,1,961.26,19.35132075471698
2020-10-29,19.81,1,950.8,19.1462962962963
2020-10-30,19.85,1,921.05,19.2987037037037
2020-11-02,20.03,0,919.08,19.36962962962963
2020-11-03,20.01,0,925.47,19.20777777777778
2020-11-04,19.99,0,933.68,19.05407407407408
2020-11-05,19.83,1,935.41,19.053148148148143
2020-11-06,20.42,1,939.76,19.01240740740741
2020-11-09,21.22,1,937.75,18.89407407407408
2020-11-10,21.43,1,938.29,18.882962962962964
2020-11-11,21.55,0,951.99,18.82
2020-11-12,21.1,1,951.9,18.93703703703704
2020-11-13,21.22,0,952.22,18.87388888888889
2020-11-16,20.46,1,959.28,18.88203703703704
2020-11-18,20.9,1,966.29,19.05037037037037
2020-11-19,21.02,0,950.79,19.05685185185185
2020-11-20,21.02,0,973.53,19.022962962962964
2020-11-23,20.94,0,983.26,19.02722222222222
2020-11-24,20.78,1,990.0,19.07203703703704
2020-11-25,22.2,0,994.19,19.01685185185185
2020-11-26,22.15,1,995.76,19.15129629629629
2020-11-27,22.32,0,999.94,19.296296296296298
2020-11-30,21.75,0,1005.97,19.23296296296296
2020-12-01,21.75,1,1010.22,19.18148148148148
2020-12-02,22.68,0,1003.08,19.24425925925926
2020-12-03,22.44,0,1008.87,19.36388888888889
2020-12-04,22.4,1,1014.32,19.24240740740741
2020-12-07,22.44,0,1019.8,19.19333333333333
2020-12-08,22.24,0,1021.49,19.326481481481483
2020-12-09,22.24,0,1029.98,19.47685185185185
2020-12-10,22.15,1,1029.26,19.46425925925925
2020-12-11,22.6,1,1039.13,19.37388888888889
2020-12-14,22.96,0,1030.91,19.514444444444443
2020-12-15,22.72,1,1045.96,19.68777777777778
2020-12-16,22.8,0,1064.09,19.659814814814816
2020-12-17,22.6,0,1055.27,20.13148148148148
2020-12-18,22.56,0,1066.99,20.229259259259265
2020-12-21,22.48,0,1051.77,20.25925925925926
2020-12-22,22.48,1,1067.46,20.31
2020-12-23,22.64,0,1081.08,20.38203703703704
2020-12-24,22.4,1,1083.45,20.376296296296296
2020-12-25,22.72,0,1078.9,20.40055555555556
2020-12-28,22.44,1,1067.52,20.60907407407408
2020-12-29,22.52,1,1084.42,20.677037037037035
2020-12-30,22.56,1,1091.33,20.779074074074074
2020-12-31,22.76,1,1099.49,20.759444444444444
2021-01-04,23.45,0,1097.54,20.802407407407404
2021-01-05,23.37,1,1103.87,21.02203703703704
2021-01-06,23.45,0,1120.47,21.25148148148148
2021-01-07,23.41,0,1132.55,21.108545454545457
2021-01-08,23.41,1,1143.21,21.24327272727273
2021-01-11,23.45,1,1156.49,21.27563636363637
2021-01-12,24.05,0,1167.69,21.30709090909091
2021-01-13,23.69,1,1184.89,21.302909090909093
2021-01-14,23.73,0,1192.28,21.34527272727273
2021-01-15,23.53,0,1186.05,21.15072727272728
2021-01-18,23.25,0,1187.4,21.28818181818181
2021-01-19,22.24,1,1194.2,21.04636363636364
2021-01-20,22.32,1,1191.94,20.52836363636364
2021-01-21,22.56,1,1131.0,20.49436363636364
2021-01-22,22.88,1,1134.68,20.729090909090907
2021-01-25,23.25,1,1164.21,20.66018181818182
2021-01-26,23.65,0,1166.78,20.453454545454548
2021-01-27,22.92,0,1166.05,20.21727272727273
2021-01-28,21.35,1,1136.12,20.22054545454545
2021-01-29,22.76,0,1097.17,19.93272727272728
2021-02-01,21.91,1,1023.94,20.666545454545457
2021-02-02,21.95,1,1056.61,20.70290909090909
2021-02-03,22.15,1,1035.51,20.547818181818183
2021-02-04,22.52,1,1075.53,20.717636363636363
2021-02-05,22.64,0,1111.29,20.57
2021-02-08,22.36,1,1112.19,20.42236363636364
2021-02-09,22.64,1,1126.91,20.425090909090912
2021-02-17,22.92,1,1083.18,20.529636363636367
2021-02-18,24.5,1,1114.93,20.461090909090903
2021-02-19,25.83,0,1155.78,20.76981818181818
2021-02-22,25.47,0,1174.38,21.12636363636364
2021-02-23,24.94,0,1173.5,21.10836363636364
2021-02-24,24.82,1,1175.04,21.19418181818181
2021-02-25,25.47,1,1177.64,21.135272727272728
2021-02-26,25.71,1,1162.01,21.117454545454542
2021-03-01,25.79,0,1165.43,21.01490909090909
2021-03-02,25.27,1,1168.47,21.00672727272727
2021-03-03,25.67,0,1186.17,21.10909090909091
2021-03-04,25.47,1,1186.61,21.49418181818182
2021-03-05,25.75,1,1186.95,21.29090909090909
2021-03-08,26.68,0,1168.52,21.323272727272727
2021-03-09,26.48,1,1168.69,21.46727272727273
2021-03-10,27.09,1,1168.27,21.55709090909091
2021-03-11,28.3,0,1161.97,21.76709090909091
2021-03-12,28.1,1,1170.08,21.84036363636364
2021-03-15,29.8,0,1181.73,21.74127272727273
2021-03-16,29.15,1,1181.56,21.961818181818185
2021-03-17,29.31,0,1184.56,22.117818181818183
2021-03-18,29.31,1,1179.9,22.160545454545453
2021-03-19,29.51,0,1186.09,22.22854545454545
2021-03-22,29.43,0,1200.94,22.43581818181818
2021-03-23,29.39,0,1194.05,22.57781818181818
2021-03-24,29.35,1,1194.43,22.62
2021-03-25,29.39,1,1183.45,22.59181818181818
2021-03-26,29.67,1,1161.81,22.550363636363635
2021-03-29,29.96,0,1163.1,22.510909090909088
2021-03-30,29.8,0,1162.21,22.638
2021-03-31,29.71,0,1175.68,22.78690909090909
2021-04-01,29.71,0,1186.36,22.791636363636364
2021-04-02,29.19,1,1191.44,22.92963636363637
2021-04-05,29.92,0,1216.1,23.14327272727273
2021-04-06,29.51,0,1224.45,23.071272727272728
2021-04-07,29.51,0,1236.05,23.197636363636366
2021-04-08,29.35,0,1239.96,23.01818181818182
2021-04-09,29.35,1,1242.38,23.15381818181818
2021-04-12,29.39,0,1234.89,23.167636363636365
2021-04-13,29.11,0,1231.66,23.095454545454544
2021-04-14,29.11,0,1252.45,23.18490909090909
2021-04-15,29.11,0,1248.33,22.96527272727273
2021-04-16,28.7,1,1255.87,22.83727272727273
2021-04-19,29.11,1,1247.25,22.60836363636364
2021-04-20,29.31,0,1238.71,22.84327272727273
2021-04-22,28.7,1,1260.58,22.943272727272728
2021-04-23,28.74,1,1268.28,22.68381818181818
2021-04-26,28.83,1,1227.82,22.56327272727273
2021-04-27,29.11,1,1248.53,22.62090909090909
2021-04-28,29.31,1,1215.77,22.72872727272728
2021-04-29,29.35,0,1219.75,22.793636363636367
2021-05-04,29.31,0,1229.55,22.680909090909093
2021-05-05,29.31,1,1239.39,22.893636363636364
2021-05-06,29.35,0,1242.2,22.95509090909091
2021-05-07,29.31,1,1256.43,23.031454545454547
2021-05-10,29.35,0,1250.57,22.917636363636365
2021-05-11,29.31,1,1241.81,23.10963636363636
2021-05-12,29.51,0,1259.58,23.06872727272728
2021-05-13,29.51,0,1256.04,23.280727272727272
2021-05-14,29.43,0,1269.09,23.59345454545455
2021-05-17,29.39,0,1261.99,23.451272727272727
2021-05-18,28.7,1,1266.36,23.68490909090909
2021-05-19,29.11,0,1258.7,23.65127272727273
2021-05-20,28.74,1,1252.68,24.18690909090909
2021-05-21,29.31,0,1262.49,24.22472727272727
2021-05-24,29.31,0,1278.22,24.358727272727272
2021-05-25,29.31,1,1283.93,24.774181818181816
2021-05-26,29.35,0,1297.98,24.97090909090909
2021-05-27,29.31,1,1308.58,25.28109090909091
2021-05-28,29.39,0,1316.7,25.750545454545453
2021-05-31,29.39,0,1303.57,25.27836363636364
2021-06-01,29.39,1,1320.46,25.095636363636363
2021-06-02,29.63,1,1328.05,24.87381818181818
2021-06-03,29.71,1,1337.78,24.51709090909091
2021-06-04,30.52,0,1340.78,24.48109090909091
2021-06-07,30.52,0,1364.28,25.384
2021-06-08,30.52,1,1374.05,26.099818181818183
2021-06-09,30.73,0,1358.78,26.239272727272727
2021-06-10,29.71,1,1319.88,25.656
2021-06-11,30.73,0,1332.9,25.05163636363636
2021-06-14,30.73,1,1323.58,24.708
2021-06-15,31.05,1,1351.74,24.954
2021-06-16,32.34,1,1361.72,24.828
2021-06-17,32.83,0,1367.36,25.374181818181818
2021-06-18,32.42,0,1356.52,25.429454545454544
2021-06-21,32.34,0,1359.92,25.60436363636364
2021-06-22,32.34,1,1377.77,25.403454545454547
2021-06-23,32.55,1,1372.63,25.06436363636364
2021-06-24,33.17,0,1379.97,25.021636363636365
2021-06-25,33.17,0,1376.87,24.86
2021-06-28,32.76,0,1379.72,24.68854545454545
2021-06-29,32.72,1,1390.12,24.65272727272728
2021-06-30,32.88,0,1405.81,24.78672727272728
2021-07-01,32.76,0,1410.04,24.95072727272727
2021-07-02,31.52,0,1408.55,25.21963636363636
2021-07-05,29.87,1,1417.08,25.05527272727273
2021-07-06,30.9,0,1420.27,25.088545454545454
2021-07-07,30.82,0,1411.13,24.665636363636366
2021-07-08,30.82,0,1354.79,24.58872727272728
2021-07-09,30.82,0,1388.55,24.59236363636364
2021-07-12,28.92,1,1374.68,24.42218181818182
2021-07-13,29.01,1,1347.14,23.762727272727272
2021-07-14,30.08,0,1296.3,24.11636363636364
2021-07-15,30.08,0,1297.54,24.111636363636364
2021-07-16,29.83,1,1279.91,24.20072727272727
