time,DHG,target,VNINDEX_lag2,PHARMA_lag1
2014-07-07,44.52,0,585.02,13.349200000000002
2014-07-08,44.52,0,589.35,13.4872
2014-07-09,44.52,1,590.69,13.5408
2014-07-10,44.74,0,591.47,13.2644
2014-07-11,44.74,0,591.6,13.268
2014-07-14,44.74,1,584.88,13.2968
2014-07-15,44.97,0,582.77,13.37
2014-07-16,44.74,0,586.23,13.3764
2014-07-17,44.29,1,589.31,13.382
2014-07-18,44.75,0,589.68,13.3544
2014-07-21,44.52,0,590.37,13.0152
2014-07-22,43.6,1,596.26,13.0132
2014-07-23,44.29,1,601.04,13.1612
2014-07-24,44.52,0,597.98,13.1524
2014-07-25,44.06,0,597.5,13.2788
2014-07-28,43.14,1,602.06,13.2216
2014-07-29,43.6,0,600.14,12.8056
2014-07-30,43.6,0,589.45,12.8356
2014-07-31,43.37,0,592.24,12.7028
2014-08-01,43.37,1,589.33,12.6908
2014-08-04,43.83,1,596.07,12.6608
2014-08-05,44.52,0,593.9,12.772
2014-08-06,44.06,1,599.04,12.8724
2014-08-07,44.29,0,607.73,12.826
2014-08-08,44.29,0,606.7,12.762
2014-08-11,44.29,0,607.62,12.726
2014-08-12,44.06,0,605.43,12.861199999999998
2014-08-13,44.06,0,602.13,12.8296
2014-08-14,43.83,1,601.78,12.8468
2014-08-15,44.06,0,602.76,13.0116
2014-08-18,44.06,0,605.25,12.9576
2014-08-19,43.83,0,604.24,13.0604
2014-08-21,43.37,1,605.08,13.038799999999998
2014-08-22,43.6,0,604.64,13.18
2014-08-25,43.6,0,612.94,13.291199999999998
2014-08-26,43.6,0,620.14,13.2592
2014-08-27,43.6,0,625.88,13.281199999999998
2014-08-28,42.91,1,629.06,13.4772
2014-08-29,43.14,1,628.77,13.5776
2014-09-03,43.83,0,632.03,13.6764
2014-09-04,43.14,0,636.65,13.6864
2014-09-05,43.14,0,640.75,13.5916
2014-09-08,42.91,0,640.22,13.6868
2014-09-09,42.22,0,638.65,13.556
2014-09-10,41.99,1,639.85,13.4052
2014-09-11,42.22,1,626.92,13.394
2014-09-12,42.45,0,628.8,13.538
2014-09-15,42.22,0,628.99,13.531199999999998
2014-09-16,41.31,1,632.5,13.458
2014-09-17,42.22,0,630.34,13.486
2014-09-18,41.54,1,627.66,13.6556
2014-09-19,41.76,0,625.66,13.4824
2014-09-22,41.54,1,615.8,13.5604
2014-09-23,41.99,1,613.29,13.3084
2014-09-24,42.22,0,611.93,13.2232
2014-09-25,41.99,0,610.39,13.3056
2014-09-26,41.99,1,603.59,13.386400000000002
2014-09-29,42.22,0,605.1,13.4752
2014-09-30,41.99,0,604.98,13.468799999999998
2014-10-01,41.99,1,599.78,13.4308
2014-10-02,42.22,1,598.8,13.432
2014-10-03,43.6,0,609.27,13.5008
2014-10-06,43.6,0,612.66,13.638799999999998
2014-10-07,43.37,0,611.55,13.6448
2014-10-08,43.37,0,614.42,13.8248
2014-10-09,43.37,0,614.08,13.81
2014-10-10,43.14,0,617.26,13.748399999999998
2014-10-13,42.45,0,624.34,13.6676
2014-10-14,42.45,0,617.72,13.5688
2014-10-15,42.45,0,614.22,13.53
2014-10-16,41.76,1,605.79,13.5192
2014-10-17,41.99,0,604.29,13.3736
2014-10-20,41.99,0,587.17,13.5176
2014-10-21,41.99,0,585.28,13.488
2014-10-22,41.99,0,589.24,13.4408
2014-10-23,41.99,1,600.55,13.5212
2014-10-24,42.22,0,601.59,13.412
2014-10-27,41.54,1,593.53,13.501600000000002
2014-10-28,42.22,1,591.51,13.2344
2014-10-29,42.45,1,580.8,13.2924
2014-10-30,42.91,1,583.13,13.376
2014-10-31,43.14,1,591.2,13.4448
2014-11-03,43.37,0,589.14,13.5496
2014-11-04,43.14,1,600.84,13.59
2014-11-05,43.6,0,603.15,13.612
2014-11-06,43.6,0,598.39,13.6368
2014-11-07,43.6,1,597.01,13.6272
2014-11-10,44.52,1,597.85,13.692
2014-11-11,44.75,0,602.59,13.89
2014-11-12,44.75,0,602.12,13.794
2014-11-13,44.75,0,604.23,13.7592
2014-11-14,44.52,0,604.01,13.7248
2014-11-17,44.52,0,603.16,13.6648
2014-11-18,44.06,0,600.36,13.7924
2014-11-19,43.14,1,600.93,13.8272
2014-11-20,43.37,1,594.25,13.8148
2014-11-21,43.6,0,588.35,13.856
2014-11-24,43.6,0,593.32,13.9112
2014-11-25,43.37,0,588.03,13.8348
2014-11-26,43.14,0,582.53,13.8584
2014-11-27,43.14,0,585.91,13.9596
2014-11-28,43.14,0,576.04,13.8732
2014-12-01,42.91,0,572.89,14.1108
2014-12-02,42.91,0,566.58,14.0208
2014-12-03,42.91,0,568.01,14.0552
2014-12-04,42.91,0,569.43,13.8916
2014-12-05,42.91,0,574.88,13.9548
2014-12-08,42.91,0,578.38,13.984000000000002
2014-12-09,42.68,0,578.76,13.8664
2014-12-10,42.68,0,571.68,13.5436
2014-12-11,42.68,0,555.31,13.744000000000002
2014-12-12,42.45,0,557.19,13.6612
2014-12-15,41.99,1,550.11,13.6528
2014-12-16,42.22,0,553.93,13.5804
2014-12-17,42.22,0,547.93,13.5468
2014-12-18,41.76,1,535.14,13.4884
2014-12-19,41.99,1,518.22,13.5496
2014-12-22,42.68,0,528.45,13.4552
2014-12-23,42.68,0,523.09,13.61
2014-12-24,42.45,1,537.54,13.6412
2014-12-25,42.68,0,537.88,13.7108
2014-12-26,41.76,1,539.44,13.648
2014-12-29,42.22,1,532.01,13.572
2014-12-30,42.68,1,533.37,13.5496
2014-12-31,44.06,0,532.68,13.5832
2015-01-05,43.6,0,537.57,13.8136
2015-01-06,43.6,0,545.63,13.752
2015-01-07,43.14,0,544.45,13.6948
2015-01-08,43.14,0,549.66,13.6052
2015-01-09,43.14,0,552.05,13.5572
2015-01-12,42.45,1,553.47,13.650799999999998
2015-01-13,42.68,1,569.73,13.5792
2015-01-14,43.14,0,574.32,13.6304
2015-01-15,42.68,0,580.6,13.704
2015-01-16,42.45,0,577.01,13.728
2015-01-19,42.45,1,577.74,13.8072
2015-01-20,42.68,0,574.81,13.7656
2015-01-21,42.68,0,571.51,13.806
2015-01-22,42.45,0,572.22,13.9176
2015-01-23,41.31,1,569.12,13.8816
2015-01-26,42.22,0,574.54,13.858
2015-01-27,42.22,1,582.38,13.951199999999998
2015-01-28,42.45,1,580.64,13.932
2015-01-29,42.68,0,579.3,13.8068
2015-01-30,42.68,0,583.76,13.8824
2015-02-02,42.68,0,583.28,13.99
2015-02-03,41.31,1,576.07,14.026
2015-02-04,42.22,0,570.37,13.9992
2015-02-05,42.22,1,557.47,14.024
2015-02-06,42.45,0,561.45,14.0736
2015-02-09,42.45,0,567.17,14.082
2015-02-10,41.99,1,574.13,14.0496
2015-02-11,42.22,1,573.55,13.986
2015-02-12,42.68,0,574.52,14.056
2015-02-13,42.68,0,581.76,14.0352
2015-02-24,41.99,0,584.67,14.1108
2015-02-25,41.76,0,587.24,14.0892
2015-02-26,41.76,0,596.95,14.0084
2015-02-27,41.76,1,592.66,14.1208
2015-03-02,41.99,1,596.72,14.372
2015-03-04,42.22,1,592.57,14.2376
2015-03-05,42.45,0,590.73,14.316400000000002
2015-03-06,42.22,1,600.39,14.3176
2015-03-09,42.45,0,596.91,14.2772
2015-03-10,42.22,0,593.97,14.2064
2015-03-11,41.99,0,588.44,14.2464
2015-03-12,41.76,1,589.66,14.2928
2015-03-13,41.99,0,586.54,14.418
2015-03-18,41.31,1,588.53,14.2308
2015-03-19,41.54,0,586.1,14.1156
2015-03-20,41.54,0,578.68,14.114
2015-03-23,41.31,0,573.74,13.9772
2015-03-24,41.31,0,575.44,13.958799999999998
2015-03-25,40.85,1,570.89,13.8168
2015-03-26,41.31,0,567.43,13.7436
2015-03-27,41.31,0,560.93,13.7492
2015-03-30,41.31,0,556.16,13.7104
2015-04-01,40.85,0,551.42,13.73
2015-04-02,40.62,0,545.19,13.7796
2015-04-03,40.62,0,538.91,13.7832
2015-04-06,40.39,0,546.85,13.748399999999998
2015-04-07,40.39,0,547.85,13.6704
2015-04-08,40.16,0,542.97,13.7648
2015-04-09,40.16,0,548.11,13.781199999999998
2015-04-10,39.93,0,547.72,13.8668
2015-04-13,39.01,0,550.52,13.872
2015-04-14,38.55,0,554.03,13.7552
2015-04-15,38.55,1,559.54,13.7164
2015-04-16,39.24,1,558.67,13.7836
2015-04-17,39.47,0,564.5,13.834
2015-04-20,39.01,1,568.28,13.8372
2015-04-21,39.47,0,568.32,13.7824
2015-04-22,39.24,1,565.04,13.7524
2015-04-23,39.93,0,562.24,13.8004
2015-04-24,39.93,0,562.51,13.8496
2015-04-27,38.55,0,561.25,13.862
2015-05-04,38.55,0,565.77,13.942
2015-05-05,37.18,0,562.4,13.8564
2015-05-06,37.18,0,545.08,13.9036
2015-05-07,37.18,0,552.65,13.828399999999998
2015-05-08,37.17,0,549.3,13.9136
2015-05-11,36.22,0,552.98,13.878
2015-05-12,34.79,0,554.51,13.6708
2015-05-13,34.79,1,551.67,13.6744
2015-05-14,35.74,0,544.41,13.628800000000002
2015-05-15,34.79,0,542.82,13.7156
2015-05-18,33.84,1,543.69,13.5592
2015-05-19,34.08,1,537.44,13.4228
2015-05-20,34.79,1,528.95,13.4416
2015-05-21,35.03,0,536.82,13.5984
2015-05-22,34.79,1,550.1,13.595999999999998
2015-05-25,36.22,0,552.56,13.6888
2015-05-26,35.74,0,561.82,13.9444
2015-05-27,35.74,0,563.0,13.9112
2015-05-28,35.27,0,567.2,13.9096
2015-05-29,34.79,0,566.48,14.0172
2015-06-01,34.55,0,572.97,14.0372
2015-06-02,34.55,0,569.56,14.0
2015-06-03,34.55,0,574.98,13.8748
2015-06-04,34.55,0,570.31,13.842
2015-06-08,34.55,1,567.9,13.8368
2015-06-09,34.79,1,568.99,13.9244
2015-06-10,35.27,0,579.83,13.7312
2015-06-11,35.27,0,574.47,13.6328
2015-06-12,35.27,0,574.1,13.6544
2015-06-15,34.55,0,581.05,13.53
2015-06-16,34.55,1,582.73,13.4912
2015-06-17,34.79,0,586.48,13.438
2015-06-19,34.79,0,580.35,13.4132
2015-06-22,34.79,0,578.87,13.1976
2015-06-23,34.79,1,584.7,13.1724
2015-06-24,35.27,0,594.08,13.2172
2015-06-25,35.27,0,593.07,13.3108
2015-06-26,35.27,1,590.02,13.3896
2015-06-29,35.74,0,587.99,13.3216
2015-06-30,35.03,0,581.75,13.208
2015-07-01,35.03,0,591.75,13.27
2015-07-02,34.79,1,593.05,12.8692
2015-07-03,35.03,0,591.5,13.1176
2015-07-06,35.03,0,605.7,13.0624
2015-07-07,34.79,0,616.43,13.2016
2015-07-08,34.79,1,625.22,13.2992
2015-07-09,35.03,0,630.27,13.222
2015-07-10,35.03,0,623.17,13.04
2015-07-13,34.79,1,622.1,13.202
2015-07-14,35.03,1,627.28,13.25
2015-07-15,35.27,0,634.06,13.0752
2015-07-16,35.03,0,638.69,13.1016
2015-07-17,35.03,1,630.89,13.0364
2015-07-20,35.27,0,626.9,12.674615384615386
2015-07-21,35.27,0,628.63,12.646538461538462
2015-07-22,34.79,1,620.54,12.60653846153846
2015-07-23,37.17,1,616.61,12.52576923076923
2015-07-24,38.37,0,629.85,12.561923076923078
2015-07-27,38.13,0,632.01,12.627692307692309
2015-07-28,36.7,0,631.26,12.716153846153846
2015-07-29,35.74,1,635.46,12.651153846153846
2015-07-30,36.22,0,631.47,12.492692307692309
2015-07-31,35.27,0,624.7,12.584615384615384
2015-08-03,34.55,1,626.57,12.559615384615386
2015-08-04,35.27,0,621.06,12.503461538461538
2015-08-05,35.27,0,609.47,12.565769230769233
2015-08-07,35.27,1,600.76,12.602307692307694
2015-08-10,35.51,0,607.08,12.621153846153844
2015-08-11,35.51,0,603.76,12.654230769230768
2015-08-13,35.27,0,614.53,12.573076923076922
2015-08-14,34.79,1,613.05,12.39576923076923
2015-08-17,35.03,0,594.26,12.356923076923076
2015-08-18,34.79,0,589.03,12.286153846153846
2015-08-19,34.79,0,573.15,12.267307692307693
2015-08-20,34.55,0,580.22,12.247307692307691
2015-08-21,33.36,0,577.82,12.201538461538462
2015-08-24,31.22,0,566.69,12.194230769230767
2015-08-25,30.74,1,556.3,11.811923076923078
2015-08-26,31.93,1,526.93,11.988846153846152
2015-08-27,33.84,0,529.98,11.944615384615386
2015-08-28,33.6,0,545.89,12.235384615384616
2015-08-31,33.6,0,555.81,12.199615384615385
2015-09-01,32.88,0,570.87,12.33153846153846
2015-09-03,31.45,1,564.75,12.123461538461536
2015-09-04,31.69,0,562.31,12.177692307692308
2015-09-07,31.69,0,554.3,12.343076923076923
2015-09-08,31.45,0,556.81,12.3
2015-09-09,31.45,0,554.93,12.170769230769231
2015-09-10,30.74,1,566.72,12.268846153846154
2015-09-11,30.98,0,572.34,12.081153846153846
2015-09-14,30.98,0,572.07,12.173461538461538
2015-09-15,30.74,0,566.74,11.677407407407408
2015-09-16,30.74,0,562.17,11.93
2015-09-17,30.5,1,563.27,11.885555555555555
2015-09-18,31.22,0,564.13,11.924444444444443
2015-09-21,30.74,1,562.48,12.024074074074074
2015-09-22,30.98,0,566.25,11.842222222222222
2015-09-23,30.98,0,572.12,12.007037037037035
2015-09-24,30.98,1,573.2,11.94814814814815
2015-09-25,31.22,1,572.72,12.04814814814815
2015-09-28,31.45,0,570.25,12.019629629629629
2015-09-29,30.98,1,570.38,12.015185185185183
2015-09-30,31.69,0,564.88,11.990370370370371
2015-10-01,31.69,1,561.19,12.125555555555556
2015-10-02,31.93,1,562.64,12.124814814814815
2015-10-05,33.12,1,563.54,11.937037037037037
2015-10-06,34.31,0,564.15,12.075185185185184
2015-10-07,33.36,0,570.0,11.535714285714286
2015-10-08,33.12,0,581.29,11.598928571428573
2015-10-09,33.12,0,579.57,11.508928571428571
2015-10-12,32.17,1,586.78,11.593214285714286
2015-10-13,32.41,0,588.02,11.456785714285717
2015-10-14,31.93,0,592.1,11.583571428571428
2015-10-15,31.93,1,590.84,11.611428571428572
2015-10-16,32.17,1,589.98,11.548928571428572
2015-10-19,32.41,0,592.4,11.49464285714286
2015-10-20,32.41,1,593.02,11.441071428571428
2015-10-21,32.88,0,594.61,11.933214285714286
2015-10-22,32.88,1,590.45,11.984285714285717
2015-10-23,33.12,0,590.24,11.965714285714286
2015-10-26,32.65,0,595.08,11.941785714285714
2015-10-27,32.65,0,601.74,12.037857142857144
2015-10-28,32.65,1,598.61,12.05714285714286
2015-10-29,34.08,0,598.44,11.906785714285714
2015-10-30,33.84,0,596.24,12.120357142857143
2015-11-03,33.12,0,605.2,12.118214285714286
2015-11-04,32.65,0,607.37,12.030714285714286
2015-11-05,32.41,1,611.71,12.002857142857142
2015-11-06,32.88,1,610.6,12.009642857142856
2015-11-09,33.6,0,615.18,12.083214285714286
2015-11-10,33.36,1,612.36,12.059285714285716
2015-11-11,33.6,0,610.66,12.001071428571429
2015-11-12,33.12,0,605.27,11.944285714285714
2015-11-13,33.12,0,603.53,11.879642857142857
2015-11-16,32.65,0,605.58,11.815357142857142
2015-11-17,32.41,1,611.27,11.7775
2015-11-18,32.88,0,609.21,11.995714285714286
2015-11-19,32.88,0,605.05,11.964285714285714
2015-11-20,32.88,0,603.34,12.045
2015-11-23,32.65,0,601.9,12.383448275862069
2015-11-24,32.65,0,604.46,12.316896551724138
2015-11-25,31.93,0,599.99,12.327586206896552
2015-11-26,31.93,0,593.83,12.352758620689656
2015-11-27,31.69,1,595.7,12.328275862068963
2015-12-01,31.93,0,590.4,12.461724137931034
2015-12-02,31.93,0,582.86,12.338275862068963
2015-12-03,31.93,0,570.41,12.166896551724138
2015-12-04,31.69,0,574.42,12.134827586206896
2015-12-07,30.98,1,574.38,12.175517241379309
2015-12-08,31.45,0,571.62,11.845862068965516
2015-12-09,31.22,0,563.62,11.73448275862069
2015-12-10,30.26,1,574.15,11.759655172413792
2015-12-11,30.5,0,565.2,11.79896551724138
2015-12-14,30.26,1,561.04,11.853103448275862
2015-12-15,30.5,0,563.43,12.02344827586207
2015-12-16,30.5,1,562.22,12.129655172413791
2015-12-17,31.22,1,568.0,12.097241379310343
2015-12-18,31.69,0,572.55,12.148275862068964
2015-12-21,30.98,1,577.11,12.132068965517242
2015-12-22,31.45,0,568.18,12.12241379310345
2015-12-23,31.45,0,566.9,11.977241379310344
2015-12-24,31.22,0,566.35,11.989655172413793
2015-12-25,30.98,0,564.27,11.99206896551724
2015-12-28,30.74,1,566.17,12.28551724137931
2015-12-29,31.22,1,567.67,12.28758620689655
2015-12-30,31.69,0,569.9,12.266896551724138
2015-12-31,31.69,0,576.29,12.390344827586206
2016-01-04,31.22,0,579.45,12.28551724137931
2016-01-05,30.98,0,579.03,12.237931034482758
2016-01-06,30.98,0,574.41,12.070689655172414
2016-01-07,30.98,0,569.94,12.05448275862069
2016-01-08,30.98,0,574.57,11.917241379310346
2016-01-11,30.5,0,565.36,11.927241379310344
2016-01-12,30.5,0,560.05,11.900689655172414
2016-01-13,30.5,0,557.87,12.050689655172413
2016-01-14,30.03,0,564.26,12.040344827586209
2016-01-15,30.03,0,560.37,12.025172413793104
2016-01-18,29.31,1,553.03,11.959655172413791
2016-01-19,30.03,0,543.04,11.682758620689656
2016-01-20,29.79,0,526.37,11.706551724137933
2016-01-21,29.79,0,535.77,11.808275862068966
2016-01-22,29.79,1,529.44,11.736896551724138
2016-01-25,30.26,0,521.88,11.754827586206895
2016-01-26,30.03,0,522.24,11.903448275862068
2016-01-27,30.03,0,542.35,11.908620689655171
2016-01-28,30.03,1,537.73,11.97448275862069
2016-01-29,31.45,1,542.69,11.95896551724138
2016-02-01,31.69,1,539.47,12.154137931034484
2016-02-02,33.6,1,545.25,12.297586206896552
2016-02-03,34.79,0,540.56,12.43448275862069
2016-02-04,34.79,0,536.45,12.613793103448277
2016-02-05,34.79,1,539.07,12.602758620689656
2016-02-15,35.74,1,542.15,12.567241379310344
2016-02-16,37.65,1,544.75,12.633448275862069
2016-02-17,38.13,0,543.79,12.782758620689656
2016-02-18,37.65,1,548.05,12.832758620689654
2016-02-22,39.56,0,547.05,12.925862068965518
2016-02-23,39.56,0,552.49,13.078620689655173
2016-02-24,39.56,1,560.71,13.185172413793104
2016-02-25,39.8,1,561.28,13.173793103448276
2016-02-26,41.46,1,568.04,13.108965517241378
2016-02-29,42.65,0,562.82,13.160689655172416
2016-03-01,42.42,0,566.11,13.597586206896551
2016-03-02,42.42,0,559.37,13.640344827586206
2016-03-03,41.46,0,561.56,13.80793103448276
2016-03-04,41.46,0,570.18,13.812413793103447
2016-03-07,40.51,0,570.39,13.853793103448275
2016-03-08,40.03,1,573.65,13.847931034482755
2016-03-09,40.99,1,576.2,13.960689655172414
2016-03-10,41.46,0,574.71,13.829310344827586
2016-03-11,41.22,0,571.71,13.912413793103449
2016-03-14,40.75,0,575.91,13.861379310344828
2016-03-15,40.51,0,577.26,13.928620689655173
2016-03-16,39.8,1,577.98,13.951379310344828
2016-03-17,40.51,0,574.04,13.842758620689654
2016-03-18,40.51,0,577.07,13.970344827586208
2016-03-22,39.56,1,579.26,13.890344827586206
2016-03-24,41.22,0,575.82,13.772413793103448
2016-03-25,40.75,0,570.91,13.955862068965516
2016-03-28,40.75,1,570.66,13.828620689655173
2016-03-30,41.7,0,572.08,14.10344827586207
2016-04-01,40.03,1,575.72,14.296206896551723
2016-04-04,40.51,1,569.91,14.08758620689655
2016-04-05,40.99,1,558.43,14.083793103448276
2016-04-06,41.46,0,555.82,14.151379310344828
2016-04-07,40.99,1,560.32,14.345172413793104
2016-04-11,43.85,0,567.79,14.312758620689657
2016-04-12,43.37,1,571.6,14.510689655172412
2016-04-13,43.85,0,579.27,14.481724137931035
2016-04-14,42.89,0,579.84,14.540344827586209
2016-04-15,42.65,0,578.02,14.594827586206897
2016-04-20,40.27,1,579.49,14.483793103448276
2016-04-21,40.51,1,579.86,14.452413793103448
2016-04-22,40.75,0,568.03,14.361724137931034
2016-04-25,40.27,1,575.73,14.41344827586207
2016-04-26,40.99,0,592.48,14.359655172413794
2016-04-27,40.75,0,591.58,14.370344827586209
2016-04-28,40.75,0,598.48,14.506551724137932
2016-04-29,40.27,0,593.96,14.549655172413791
2016-05-04,40.27,1,591.67,14.382413793103447
2016-05-05,41.46,0,598.37,14.344827586206897
2016-05-06,40.75,0,599.07,14.319310344827588
2016-05-09,40.75,0,601.51,14.303448275862069
2016-05-11,40.75,0,606.52,14.419310344827586
2016-05-12,40.27,1,603.85,14.23448275862069
2016-05-13,40.51,0,614.06,14.267586206896553
2016-05-16,40.51,1,612.12,14.320689655172414
2016-05-17,40.76,0,610.82,14.322413793103449
2016-05-18,40.76,0,615.78,14.183103448275862
2016-05-19,40.26,0,624.75,14.138620689655172
2016-05-20,40.01,0,622.45,14.236896551724138
2016-05-23,38.77,1,619.2,14.274482758620689
2016-05-24,39.02,0,614.81,14.275862068965518
2016-05-25,39.02,0,611.03,14.445172413793104
2016-05-26,38.77,0,611.62,14.619655172413792
2016-05-27,38.77,0,611.89,14.571379310344827
2016-05-30,38.03,0,604.34,14.527241379310343
2016-05-31,37.78,1,608.11,14.471724137931036
2016-06-01,38.03,1,614.5,14.472413793103447
2016-06-02,38.52,1,618.44,14.569655172413793
2016-06-03,38.77,0,619.86,14.530689655172411
2016-06-06,38.77,0,623.37,14.67448275862069
2016-06-07,38.52,0,621.88,14.78793103448276
2016-06-08,38.27,1,620.05,14.725862068965515
2016-06-10,41.26,0,624.65,14.91793103448276
2016-06-13,41.01,1,627.87,15.451724137931036
2016-06-14,41.75,1,629.84,15.513103448275862
2016-06-15,43.74,0,623.58,15.77
2016-06-16,43.74,0,625.43,15.984137931034484
2016-06-17,42.25,1,627.02,16.22689655172414
2016-06-20,43.0,1,625.11,16.077241379310344
2016-06-21,43.24,1,619.25,15.995862068965517
2016-06-22,43.99,1,626.46,16.149655172413794
2016-06-23,46.72,0,628.0,16.545862068965516
2016-06-24,45.73,0,626.41,17.103448275862068
2016-06-27,44.98,1,632.27,16.74206896551724
2016-06-28,46.97,1,620.77,16.61310344827586
2016-06-29,48.96,1,621.27,16.763103448275864
2016-06-30,51.2,0,622.2,16.95137931034483
2016-07-01,50.2,0,630.12,17.19344827586207
2016-07-04,50.2,0,632.26,17.24896551724138
2016-07-05,49.46,0,640.3,17.52758620689655
2016-07-06,49.46,1,647.96,17.40344827586207
2016-07-07,52.69,0,650.88,17.452068965517242
2016-07-08,51.7,0,649.46,17.841379310344827
2016-07-11,50.2,0,661.12,17.99206896551724
2016-07-12,50.2,0,658.68,17.759655172413794
2016-07-13,49.46,0,652.26,17.682758620689654
2016-07-14,47.72,0,658.9,17.458275862068966
2016-07-15,45.98,0,675.12,17.20241379310345
2016-07-18,45.73,1,666.69,16.990689655172414
2016-07-19,46.23,0,664.56,17.05793103448276
2016-07-20,45.98,1,673.5,17.102413793103448
2016-07-21,46.23,0,667.76,17.064827586206896
2016-07-22,44.98,0,660.26,16.85551724137931
2016-07-25,44.98,0,659.57,16.642758620689655
2016-07-26,44.98,1,649.87,16.719310344827587
2016-07-27,46.23,0,649.3,16.674827586206895
2016-07-28,46.23,0,648.59,16.765172413793103
2016-07-29,45.98,0,656.11,16.900000000000002
2016-08-01,44.98,0,657.14,16.969655172413795
2016-08-02,43.99,0,652.23,16.877586206896552
2016-08-03,43.24,0,648.38,16.63448275862069
2016-08-04,43.24,0,636.05,16.56
2016-08-05,43.0,1,631.61,16.817241379310346
2016-08-08,44.24,1,631.94,16.642068965517243
2016-08-09,44.98,1,627.39,16.61551724137931
2016-08-10,45.98,1,629.46,16.872068965517244
2016-08-11,47.72,0,637.34,16.925862068965518
2016-08-12,47.47,1,648.33,17.180689655172415
2016-08-15,47.97,1,660.24,16.344137931034485
2016-08-16,50.2,1,655.71,17.349310344827586
2016-08-17,51.2,0,659.47,17.780689655172413
2016-08-18,49.71,0,658.11,17.99310344827586
2016-08-19,47.72,0,660.51,17.965862068965517
2016-08-22,47.72,0,660.65,17.60965517241379
2016-08-23,47.72,1,662.28,17.516896551724138
2016-08-24,47.97,0,657.68,17.565172413793103
2016-08-25,47.97,0,659.16,17.452068965517242
2016-08-26,47.97,0,660.77,17.44310344827586
2016-08-29,46.48,1,658.5,17.387241379310343
2016-08-30,47.47,1,667.75,17.27
2016-08-31,47.97,1,669.44,17.45310344827586
2016-09-01,48.46,1,672.67,17.70413793103448
2016-09-05,49.46,0,674.63,17.79551724137931
2016-09-06,48.46,1,669.19,17.728275862068966
2016-09-07,49.71,1,664.55,17.601724137931033
2016-09-08,51.2,1,663.9,18.0
2016-09-09,52.19,0,661.28,18.25689655172414
2016-09-12,51.4,1,666.07,18.37482758620689
2016-09-13,51.94,1,666.88,18.216896551724137
2016-09-14,52.79,1,659.76,18.22206896551724
2016-09-15,54.68,1,659.72,18.258275862068967
2016-09-16,55.72,1,656.64,18.116206896551724
2016-09-19,56.67,0,656.18,17.868275862068966
2016-09-20,56.47,0,651.31,17.840689655172415
2016-09-21,55.17,0,657.89,17.990689655172414
2016-09-22,53.68,0,663.37,17.99241379310345
2016-09-23,53.68,1,668.48,17.843793103448277
2016-09-26,54.93,0,671.38,17.859310344827584
2016-09-27,54.93,0,674.09,18.098275862068967
2016-09-28,54.38,1,677.04,17.987241379310344
2016-09-29,54.73,1,684.89,18.02586206896552
2016-09-30,55.67,1,686.72,18.190344827586205
2016-10-03,57.81,0,688.55,18.272413793103446
2016-10-04,56.17,0,685.73,18.2048275862069
2016-10-05,55.67,0,683.05,18.04586206896552
2016-10-06,55.62,0,684.2,17.848620689655174
2016-10-07,55.42,0,687.04,18.021724137931034
2016-10-10,53.73,0,687.32,18.21448275862069
2016-10-11,53.73,1,683.95,17.703793103448273
2016-10-12,54.68,1,674.19,17.854827586206895
2016-10-13,54.73,0,682.36,17.9948275862069
2016-10-14,54.48,0,682.45,18.20379310344828
2016-10-17,54.43,0,685.23,18.308275862068967
2016-10-18,53.83,1,687.0,18.233448275862067
2016-10-19,54.43,0,680.95,17.561333333333334
2016-10-20,53.98,0,682.02,17.412333333333333
2016-10-21,50.2,0,688.89,17.390333333333334
2016-10-24,47.52,1,686.39,17.035666666666668
2016-10-25,48.46,1,684.83,16.900333333333332
2016-10-26,48.61,1,678.02,17.09
2016-10-27,48.81,1,676.18,17.637666666666668
2016-10-28,49.66,0,673.61,17.598333333333336
2016-10-31,48.96,1,676.9,17.682333333333336
2016-11-01,49.21,0,682.25,17.681
2016-11-02,48.46,0,675.8,17.84
2016-11-03,48.22,1,676.6,17.840666666666667
2016-11-04,48.96,0,671.4,17.762
2016-11-07,48.91,0,667.63,17.344333333333335
2016-11-08,48.46,0,666.73,17.646
2016-11-09,47.32,1,674.14,17.763333333333332
2016-11-10,48.66,0,676.46,17.828333333333333
2016-11-11,48.56,0,670.26,17.894
2016-11-14,47.82,1,678.17,17.817
2016-11-15,48.22,1,679.2,17.679333333333332
2016-11-16,48.46,1,673.05,17.598666666666666
2016-11-17,49.46,0,674.26,17.428333333333335
2016-11-18,49.11,0,674.6,17.646666666666665
2016-11-21,48.91,0,674.57,17.772333333333332
2016-11-22,48.61,0,673.25,17.56
2016-11-23,48.56,1,674.29,17.42
2016-11-24,50.05,0,681.91,17.642666666666667
2016-11-25,49.46,0,683.16,17.858333333333334
2016-11-28,48.96,0,678.18,17.65533333333333
2016-11-29,48.81,0,675.87,17.601
2016-11-30,48.81,0,665.29,17.514333333333333
2016-12-01,48.46,1,658.26,17.755333333333333
2016-12-02,48.71,0,665.07,17.654333333333334
2016-12-05,48.36,0,666.54,17.736666666666668
2016-12-06,47.37,0,665.14,17.986333333333334
2016-12-07,47.22,1,660.21,18.02433333333333
2016-12-08,48.17,0,651.49,18.087333333333333
2016-12-09,47.92,0,653.53,18.227666666666668
2016-12-12,46.72,0,658.89,17.971
