time,DHG,target,VNINDEX_lag2,PHARMA_lag1
2016-12-13,45.98,1,663.07,17.802
2016-12-15,47.22,0,659.7,17.687333333333335
2016-12-16,47.22,1,654.66,18.005
2016-12-19,47.72,0,665.92,17.840666666666667
2016-12-20,47.22,0,675.16,17.971999999999998
2016-12-21,47.22,0,674.33,17.93433333333333
2016-12-22,46.82,1,662.66,17.78166666666667
2016-12-23,47.12,1,666.94,17.740666666666666
2016-12-26,47.37,0,664.15,17.73033333333333
2016-12-27,47.22,0,664.37,17.711000000000002
2016-12-28,47.17,1,662.45,17.737000000000002
2016-12-29,48.32,1,663.86,17.762999999999998
2016-12-30,48.71,1,663.5,17.68935483870968
2017-01-03,49.16,1,664.72,17.793870967741935
2017-01-04,50.85,0,664.87,17.734193548387097
2017-01-05,50.85,0,672.01,17.79548387096774
2017-01-06,50.2,1,674.7,17.95258064516129
2017-01-09,50.45,1,675.81,18.14806451612904
2017-01-10,51.1,1,679.8,18.313548387096777
2017-01-11,52.29,0,682.57,18.48516129032258
2017-01-12,52.19,1,681.07,18.33516129032258
2017-01-13,52.69,0,687.16,18.31
2017-01-16,51.74,1,686.96,18.33
2017-01-17,52.19,1,685.06,18.11121212121212
2017-01-18,52.69,1,677.94,18.02757575757576
2017-01-19,54.08,1,684.71,17.96333333333333
2017-01-20,54.58,0,683.28,17.827575757575758
2017-01-23,53.93,0,682.31,17.271470588235296
2017-01-24,53.43,1,686.26,17.312941176470588
2017-01-25,54.68,1,687.15,17.51764705882353
2017-02-02,55.17,1,691.36,17.93764705882353
2017-02-03,55.92,1,697.28,17.81235294117647
2017-02-06,56.81,1,703.18,17.942941176470587
2017-02-07,57.06,0,700.35,17.51142857142857
2017-02-08,56.91,1,700.04,17.471999999999998
2017-02-09,57.26,0,701.91,17.659714285714287
2017-02-10,56.96,0,702.04,18.498857142857144
2017-02-13,56.67,1,700.65,18.11342857142857
2017-02-14,56.72,0,703.78,18.322
2017-02-15,55.67,1,705.9,18.409142857142857
2017-02-16,56.17,0,706.26,18.607714285714284
2017-02-17,55.92,0,711.57,18.51257142857143
2017-02-20,55.52,1,709.35,18.694571428571425
2017-02-21,55.67,1,707.83,18.717142857142857
2017-02-22,58.11,0,710.59,18.458857142857145
2017-02-23,57.61,0,716.55,18.57628571428572
2017-02-24,57.61,0,717.24,18.72428571428572
2017-02-27,57.16,0,716.87,18.68114285714286
2017-02-28,56.67,1,714.47,18.50857142857143
2017-03-01,57.06,1,717.44,18.00027777777778
2017-03-02,57.11,1,710.79,18.071111111111108
2017-03-03,57.16,0,709.52,18.03833333333333
2017-03-06,57.16,1,707.51,18.22305555555556
2017-03-07,60.44,0,712.62,17.96472222222222
2017-03-08,59.75,1,716.29,18.13222222222222
2017-03-09,61.09,0,716.54,18.202777777777776
2017-03-10,60.19,1,716.6,18.18277777777778
2017-03-13,61.84,0,715.8,18.185
2017-03-14,61.69,0,712.21,18.064166666666665
2017-03-15,60.94,1,710.17,18.20027777777777
2017-03-16,61.39,1,714.71,18.31361111111111
2017-03-17,61.44,0,713.14,18.245135135135136
2017-03-20,60.74,0,714.92,17.99135135135135
2017-03-21,60.64,1,710.54,18.07054054054054
2017-03-22,61.39,1,715.07,18.85567567567568
2017-03-23,62.18,0,716.18,18.76027027027027
2017-03-24,62.13,1,712.94,18.87891891891892
2017-03-27,65.12,1,719.56,18.924324324324324
2017-03-28,65.66,1,722.14,18.994594594594595
2017-03-29,65.76,1,723.52,18.75027027027027
2017-03-30,68.15,0,719.26,18.864324324324325
2017-04-03,67.8,0,720.47,19.222162162162164
2017-04-04,67.55,0,723.86,18.92162162162162
2017-04-05,66.61,1,722.38,18.87135135135135
2017-04-07,66.76,0,724.14,18.78108108108108
2017-04-10,66.26,1,723.22,18.76135135135135
2017-04-11,67.1,0,727.95,18.8845945945946
2017-04-12,66.61,0,729.87,19.129189189189187
2017-04-13,66.51,1,731.33,19.163243243243244
2017-04-14,67.25,0,725.58,19.302702702702703
2017-04-17,66.86,1,724.35,19.135945945945945
2017-04-18,66.96,0,718.45,18.922162162162163
2017-04-19,66.61,0,710.83,18.788378378378376
2017-04-20,66.16,1,714.93,18.793243243243243
2017-04-21,66.46,1,716.77,18.823243243243244
2017-04-24,66.81,0,712.66,19.00108108108108
2017-04-25,66.81,1,712.41,18.953243243243243
2017-04-26,69.09,1,709.39,18.997297297297298
2017-04-27,72.07,0,707.58,19.17837837837838
2017-04-28,72.07,0,710.04,19.28
2017-05-03,71.83,0,716.53,19.403783783783783
2017-05-04,71.82,0,717.73,19.39135135135136
2017-05-05,71.32,0,719.54,19.453243243243243
2017-05-08,70.14,1,722.02,19.084736842105265
2017-05-09,70.3,1,720.0,19.01473684210526
2017-05-10,70.81,0,718.86,19.08447368421053
2017-05-11,70.19,1,722.11,19.07526315789474
2017-05-12,71.01,1,724.31,19.043684210526315
2017-05-15,73.81,0,724.99,19.01
2017-05-16,73.15,1,725.37,19.19263157894737
2017-05-17,75.9,1,725.35,19.31342105263158
2017-05-18,76.41,0,725.03,19.52868421052632
2017-05-19,75.59,1,727.2,19.39368421052632
2017-05-22,76.0,1,726.99,19.0405
2017-05-23,77.38,1,733.82,19.0005
2017-05-24,80.43,0,744.1,19.20375
2017-05-25,80.28,1,740.93,19.52525
2017-05-26,85.88,1,742.74,19.79775
2017-05-29,87.41,0,741.91,20.31
2017-05-30,85.34,0,743.41,20.32225
2017-05-31,82.52,1,746.25,20.29425
2017-06-01,82.9,1,738.21,20.26975
2017-06-02,85.96,0,737.82,20.436
2017-06-05,85.96,0,741.8,20.459
2017-06-06,85.73,0,738.81,20.3435
2017-06-07,85.65,1,743.49,20.309
2017-06-08,91.61,1,751.31,20.1725
2017-06-09,97.65,0,753.46,20.68425
2017-06-12,95.12,1,750.13,20.8805
2017-06-13,96.5,0,749.72,20.92275
2017-06-14,96.35,1,751.09,20.924
2017-06-15,96.58,1,756.89,21.138
2017-06-16,98.56,0,760.77,21.25875
2017-06-19,96.65,1,760.57,21.60625
2017-06-20,97.8,1,761.24,21.545
2017-06-21,98.56,0,766.83,21.73625
2017-06-22,97.8,0,767.99,21.79975
2017-06-23,95.89,0,767.41,21.8285
2017-06-26,91.69,1,766.3,21.71375
2017-06-27,93.98,1,769.01,21.6785
2017-06-28,94.9,1,772.52,21.6225
2017-06-29,94.97,0,767.51,21.73125
2017-06-30,94.97,0,769.04,21.70175
2017-07-03,93.21,0,771.75,21.72775
2017-07-04,92.37,1,776.47,21.79675
2017-07-05,93.06,1,778.88,21.7345
2017-07-06,93.14,0,775.54,21.62075
2017-07-07,91.76,0,778.32,21.5835
2017-07-10,88.63,0,782.65,21.54975
2017-07-11,86.34,1,775.73,21.362
2017-07-12,87.87,1,766.56,21.40825
2017-07-13,88.71,1,769.36,21.5165
2017-07-14,92.83,0,774.17,21.5615
2017-07-17,89.55,1,778.3,21.76925
2017-07-18,90.77,1,777.6,21.658
2017-07-19,90.92,0,768.91,21.886
2017-07-20,90.16,0,767.49,22.03375
2017-07-21,87.1,1,771.3,21.9735
2017-07-24,87.64,1,768.41,21.60225
2017-07-25,87.71,1,761.86,21.155
2017-07-26,90.01,0,759.74,21.35075
2017-07-27,88.63,0,767.27,21.4735
2017-07-28,88.48,1,773.88,21.49125
2017-07-31,88.94,0,771.5,21.4885
2017-08-01,88.63,0,777.09,21.4225
2017-08-02,88.63,0,783.55,21.27075
2017-08-03,87.41,0,786.81,21.262
2017-08-04,86.95,0,786.23,21.075121951219515
2017-08-07,85.73,0,788.49,21.19804878048781
2017-08-08,83.66,0,788.68,21.22
2017-08-09,82.37,1,792.98,21.094634146341463
2017-08-10,83.21,1,791.57,21.11853658536585
2017-08-11,83.28,1,773.66,21.148292682926822
2017-08-14,87.03,0,773.43,21.18219512195122
2017-08-15,86.34,0,772.08,21.129024390243902
2017-08-16,85.65,0,776.17,21.00119047619048
2017-08-17,84.81,0,771.06,20.83857142857143
2017-08-18,84.05,1,773.57,20.60046511627907
2017-08-21,84.66,0,767.59,20.62883720930233
2017-08-22,83.51,0,768.97,20.695348837209306
2017-08-23,83.51,1,768.79,20.79860465116279
2017-08-24,83.59,1,761.26,20.763023255813952
2017-08-25,84.28,0,765.98,20.65093023255814
2017-08-28,84.28,0,769.77,20.61488372093024
2017-08-29,84.05,0,771.63,20.54558139534884
2017-08-30,83.59,0,777.26,20.62
2017-08-31,83.21,1,774.03,20.41581395348837
2017-09-01,83.43,0,778.65,20.38674418604651
2017-09-05,82.67,0,782.76,20.41302325581396
2017-09-06,80.91,0,788.73,20.246511627906976
2017-09-07,79.69,1,792.31,20.117906976744187
2017-09-08,80.61,1,793.55,20.114186046511627
2017-09-11,81.37,0,796.72,20.07395348837209
2017-09-12,80.99,1,801.2,19.954418604651163
2017-09-13,82.44,0,797.47,20.08
2017-09-14,82.37,1,799.94,20.00627906976744
2017-09-15,85.73,0,802.78,20.022093023255817
2017-09-18,85.49,0,806.32,20.223953488372093
2017-09-19,84.03,0,805.82,20.3193023255814
2017-09-20,83.8,0,807.87,20.430697674418603
2017-09-21,82.72,0,805.93,20.47209302325581
2017-09-22,81.95,1,805.86,20.437906976744188
2017-09-25,83.49,0,803.93,20.38279069767442
2017-09-26,83.26,0,807.13,20.41813953488372
2017-09-27,82.49,0,805.58,20.393488372093024
2017-09-28,82.1,0,805.35,20.21860465116279
2017-09-29,82.1,0,803.77,20.155348837209303
2017-10-02,81.79,0,804.82,20.19441860465116
2017-10-03,81.79,0,804.42,20.06302325581396
2017-10-04,81.72,0,802.23,19.86767441860465
2017-10-05,81.56,0,798.0,19.917906976744188
2017-10-06,81.18,0,805.66,19.909767441860467
2017-10-09,80.64,0,805.23,19.9793023255814
2017-10-10,80.48,1,807.8,20.032558139534885
2017-10-11,81.1,1,808.96,19.952558139534883
2017-10-12,82.57,0,810.65,19.90558139534884
2017-10-13,81.72,1,813.95,19.919767441860465
2017-10-16,85.19,1,815.87,19.933488372093024
2017-10-17,87.11,0,820.95,20.14395348837209
2017-10-18,86.27,1,819.43,20.18813953488372
2017-10-19,89.81,0,828.29,20.21023255813953
2017-10-20,88.04,0,827.72,20.41116279069768
2017-10-23,86.03,0,828.93,20.433255813953487
2017-10-24,83.26,0,826.84,20.45860465116279
2017-10-25,81.64,0,820.04,20.49418604651163
2017-10-26,81.64,0,825.24,20.329767441860465
2017-10-27,81.56,0,830.69,20.34860465116279
2017-10-30,80.95,0,830.11,20.421627906976745
2017-10-31,77.32,0,840.37,20.39813953488372
2017-11-01,73.24,0,845.2,20.4793023255814
2017-11-02,69.38,1,837.28,20.522558139534883
2017-11-03,73.85,1,842.71,20.32813953488372
2017-11-06,74.78,0,833.09,20.571627906976744
2017-11-07,74.09,1,843.73,20.41744186046512
2017-11-08,74.16,1,849.09,20.50744186046512
2017-11-09,74.78,0,850.33,20.51651162790698
2017-11-10,73.85,0,859.7,20.60209302325581
2017-11-13,72.47,1,860.4,20.65023255813953
2017-11-14,73.39,1,868.21,20.46558139534884
2017-11-15,76.71,1,879.34,20.81116279069768
2017-11-16,79.1,0,880.9,21.18558139534884
2017-11-17,77.09,1,882.59,21.183255813953487
2017-11-20,78.33,1,892.8,21.168837209302325
2017-11-21,80.18,1,890.69,21.37697674418605
2017-11-22,80.33,0,903.55,21.33255813953488
2017-11-23,80.18,1,918.3,21.44418604651163
2017-11-24,80.87,1,932.66,21.523488372093023
2017-11-27,82.41,0,933.7,21.66674418604651
2017-11-28,80.95,1,935.57,21.70116279069768
2017-11-29,81.49,1,938.61,21.754651162790697
2017-11-30,82.49,1,941.21,21.912790697674417
2017-12-01,82.64,1,952.14,21.93627906976744
2017-12-04,84.57,0,949.93,21.92395348837209
2017-12-05,81.72,1,960.33,21.86674418604651
2017-12-06,82.1,1,970.02,21.666046511627908
2017-12-07,82.49,0,953.3,21.72209302325581
2017-12-08,82.49,0,947.64,21.596511627906978
2017-12-11,81.87,1,938.65,21.663488372093024
2017-12-12,83.03,1,940.16,21.54674418604651
2017-12-13,86.73,0,917.45,21.194772727272728
2017-12-14,86.73,1,927.25,21.360681818181817
2017-12-15,87.11,1,924.4,21.876136363636363
2017-12-18,88.66,1,935.85,21.793636363636363
2017-12-19,89.81,0,935.16,22.08159090909091
2017-12-20,87.88,0,958.06,21.83840909090909
2017-12-21,87.5,1,951.42,21.779772727272725
2017-12-22,88.66,0,953.51,21.609318181818185
2017-12-25,87.88,1,946.06,21.65090909090909
2017-12-26,88.12,0,952.32,21.70159090909091
2017-12-27,86.57,1,958.31,21.827954545454546
2017-12-28,90.88,0,965.93,21.74090909090909
2017-12-29,89.86,0,968.46,21.63136363636364
2018-01-02,89.86,0,976.72,21.57636363636364
2018-01-03,89.39,0,984.24,21.604772727272728
2018-01-04,88.84,0,995.77,21.46590909090909
2018-01-05,85.25,0,1005.67,21.483636363636364
2018-01-08,83.92,1,1019.75,21.325909090909093
2018-01-09,84.62,1,1012.65,21.38431818181818
2018-01-10,85.56,0,1022.9,21.38659090909091
2018-01-11,85.56,0,1033.56,21.24204545454545
2018-01-12,84.62,1,1038.11,21.24159090909091
2018-01-15,85.95,0,1048.17,21.055227272727272
2018-01-16,85.09,0,1050.11,21.112954545454546
2018-01-17,82.83,0,1063.47,20.862272727272725
2018-01-18,80.56,1,1062.96,20.82318181818182
2018-01-19,81.5,0,1034.69,20.75022727272728
2018-01-22,79.7,0,1050.25,20.907954545454547
2018-01-25,77.51,1,1062.07,20.88681818181818
2018-01-26,79.55,0,1086.51,20.89136363636364
2018-01-29,79.55,0,1104.57,20.938863636363635
2018-01-30,77.67,1,1115.64,21.464888888888886
2018-01-31,77.75,0,1109.8,21.330666666666666
2018-02-01,76.03,0,1110.56,21.296666666666667
2018-02-02,74.39,0,1110.36,20.96622222222222
2018-02-05,70.32,0,1099.67,21.198666666666664
2018-02-06,68.06,1,1105.04,20.677333333333333
2018-02-07,72.75,1,1048.71,20.428
2018-02-08,74.23,1,1011.6,21.01933333333333
2018-02-09,75.79,1,1040.55,20.89155555555556
2018-02-12,76.81,1,1023.25,20.966444444444445
2018-02-13,80.48,1,1003.94,21.122
2018-02-21,82.67,0,1041.79,21.54866666666667
2018-02-22,81.26,1,1059.73,21.703777777777777
2018-02-23,81.65,0,1087.15,21.59
2018-02-26,81.34,1,1076.03,21.76177777777778
2018-02-27,82.51,0,1102.85,21.544222222222224
2018-02-28,81.5,1,1114.53,21.40711111111111
2018-03-01,82.05,0,1119.61,21.621111111111112
2018-03-02,81.65,0,1124.87,21.55688888888889
2018-03-05,78.14,0,1115.79,21.39355555555556
2018-03-06,77.98,0,1121.21,21.361555555555555
2018-03-07,75.4,1,1093.48,21.56288888888889
2018-03-08,75.79,0,1120.29,21.412000000000003
2018-03-09,74.93,1,1112.26,21.224
2018-03-12,77.12,0,1124.15,20.982000000000003
2018-03-13,77.12,0,1123.41,21.00311111111111
2018-03-14,76.97,1,1126.29,21.13577777777778
2018-03-15,78.92,1,1133.31,21.054222222222226
2018-03-16,81.26,1,1138.09,21.096222222222224
2018-03-19,81.89,1,1138.76,21.09
2018-03-20,87.59,1,1150.19,21.30977777777778
2018-03-21,88.3,0,1159.22,21.41888888888889
2018-03-22,85.17,1,1159.39,21.53488888888889
2018-03-23,89.86,1,1169.36,21.30666666666667
2018-03-26,91.42,0,1172.36,21.408
2018-03-27,90.25,0,1153.59,21.338
2018-03-28,87.83,0,1171.22,21.286666666666665
2018-03-29,84.47,1,1171.73,21.244444444444444
2018-03-30,86.73,1,1172.24,21.241777777777777
2018-04-02,87.44,1,1167.03,21.36355555555556
2018-04-03,89.08,0,1174.46,21.111555555555555
2018-04-04,89.08,1,1196.61,21.041555555555554
2018-04-05,89.63,0,1188.29,20.942888888888888
2018-04-06,87.75,0,1191.54,20.846888888888888
2018-04-09,85.95,1,1193.17,20.810666666666663
2018-04-10,86.73,1,1199.96,20.569333333333333
2018-04-11,87.44,1,1204.33,20.479333333333333
2018-04-12,87.75,1,1198.12,20.28155555555556
2018-04-13,88.45,0,1167.11,20.290666666666667
2018-04-16,88.45,0,1173.02,20.15222222222222
2018-04-17,88.22,0,1157.14,20.17911111111111
2018-04-18,87.12,0,1148.49,19.99044444444445
2018-04-19,85.55,0,1153.28,20.17977777777778
2018-04-20,85.55,0,1138.53,19.625434782608696
2018-04-23,83.9,0,1094.63,19.99543478260869
2018-04-24,82.8,0,1119.86,20.04478260869565
2018-04-26,78.8,0,1076.78,19.83086956521739
2018-04-27,78.48,0,1080.74,19.621304347826086
2018-05-02,77.7,0,1044.86,19.81717391304348
2018-05-03,76.6,1,1050.26,19.515652173913043
2018-05-04,77.46,1,1029.08,19.390652173913043
2018-05-07,80.05,1,1026.46,19.526739130434784
2018-05-08,81.62,1,1026.8,19.55717391304348
2018-05-09,81.78,0,1062.26,19.64782608695652
2018-05-10,81.62,0,1060.45,19.555
2018-05-11,81.62,1,1056.97,19.40869565217391
2018-05-14,82.09,1,1028.87,19.448260869565217
2018-05-15,84.53,0,1044.85,19.445217391304347
2018-05-16,82.02,0,1066.98,19.500434782608696
2018-05-17,81.0,0,1073.5,19.32891304347826
2018-05-18,80.84,1,1054.62,19.247391304347826
2018-05-21,81.23,0,1030.64,19.22478260869565
2018-05-22,80.05,1,1040.54,19.13
2018-05-23,80.84,0,1014.98,18.93652173913044
2018-05-24,79.27,0,985.91,19.025
2018-05-25,78.48,0,988.94,18.95934782608696
2018-05-28,75.34,1,985.92,18.80826086956522
2018-05-29,79.27,0,963.9,18.429565217391303
2018-05-30,78.48,1,931.75,18.450869565217392
2018-05-31,82.02,0,952.18,18.57304347826087
2018-06-01,82.02,1,948.5,18.832391304347823
2018-06-04,85.55,1,971.25,18.87869565217392
2018-06-05,90.26,0,992.87,18.94152173913044
2018-06-06,86.33,0,1013.78,18.945217391304347
2018-06-07,86.33,0,1022.74,18.91195652173913
2018-06-08,85.55,0,1034.5,19.01717391304348
2018-06-11,84.45,0,1036.69,18.880444444444443
2018-06-12,82.09,1,1039.01,18.88088888888889
2018-06-13,82.41,0,1039.02,18.541521739130435
2018-06-14,82.41,0,1020.76,18.53760869565217
2018-06-15,82.33,0,1030.53,18.52913043478261
2018-06-18,80.84,0,1015.72,18.79893617021277
2018-06-19,78.48,1,1016.51,18.567659574468085
2018-06-20,79.66,0,987.34,18.1336170212766
2018-06-21,78.48,1,962.16,18.260851063829787
2018-06-22,82.09,0,980.95,18.133191489361703
2018-06-25,82.02,0,969.4,18.34808510638297
2018-06-26,81.62,0,983.17,18.44234042553192
2018-06-27,81.23,0,990.52,18.42851063829788
2018-06-28,80.05,0,983.02,18.529574468085105
2018-06-29,80.05,0,968.91,18.41191489361702
2018-07-02,78.48,0,957.35,18.622127659574467
2018-07-03,77.07,1,960.78,18.0836170212766
2018-07-04,78.41,1,947.15,17.82936170212766
2018-07-05,82.57,0,906.01,17.998510638297873
2018-07-06,81.62,0,914.99,17.97191489361702
2018-07-09,77.78,1,899.4,18.02404255319149
2018-07-10,79.19,0,917.51,18.003829787234043
2018-07-11,77.7,1,915.12,18.042978723404254
2018-07-12,78.48,0,911.12,17.848936170212767
2018-07-13,78.25,1,893.16,17.79872340425532
2018-07-16,79.9,1,898.51,17.825
2018-07-17,80.45,0,909.72,17.710416666666667
2018-07-18,80.05,1,911.11,17.73125
2018-07-19,80.45,0,921.27,17.793541666666666
2018-07-20,78.64,0,942.39,17.907083333333333
2018-07-23,78.48,0,943.97,17.849791666666665
2018-07-24,77.7,0,933.39,16.782500000000002
2018-07-25,77.7,1,936.74,17.94
2018-07-26,77.86,1,934.08,17.878958333333333
2018-07-27,78.33,1,927.58,17.862708333333334
2018-07-30,79.28,1,930.16,17.805625000000003
2018-07-31,79.59,0,935.52,18.011875
2018-08-01,78.8,0,949.73,17.895625
2018-08-02,78.8,1,956.39,17.682708333333334
2018-08-03,79.28,1,952.77,17.715
2018-08-06,80.86,0,953.55,17.802291666666665
2018-08-07,80.86,0,959.6,18.07708333333333
2018-08-08,80.86,0,960.23,17.945625
2018-08-09,79.59,1,956.79,17.932708333333334
2018-08-10,81.26,1,966.27,17.916875
2018-08-13,84.83,0,963.5,18.085625
2018-08-14,83.72,0,968.47,18.177916666666665
2018-08-15,82.05,0,978.04,18.24770833333333
2018-08-16,80.86,0,978.27,18.184375
2018-08-17,78.88,0,961.37,18.17
2018-08-20,76.11,0,964.28,17.909166666666668
2018-08-21,76.11,1,968.88,17.680208333333333
2018-08-22,76.82,0,969.62,17.5925
2018-08-23,76.11,0,979.21,17.630416666666665
2018-08-24,76.11,0,982.15,17.508541666666666
2018-08-27,74.36,0,987.36,17.607916666666664
2018-08-28,73.49,0,987.05,17.546875
2018-08-29,72.54,1,991.92,17.588541666666668
2018-08-30,73.17,0,995.19,17.51729166666667
2018-08-31,73.17,1,988.17,17.19938775510204
2018-09-04,73.49,0,998.07,17.497755102040816
2018-09-05,72.62,0,989.54,17.45326530612245
2018-09-06,72.46,1,975.94,17.440408163265307
2018-09-07,72.93,0,968.44,17.512040816326532
2018-09-10,72.86,1,958.19,17.567142857142855
2018-09-11,73.01,0,968.9,17.508367346938776
2018-09-12,72.93,1,970.34,17.60265306122449
2018-09-13,73.89,0,985.06,17.560816326530613
2018-09-14,73.33,1,987.01,17.648163265306124
2018-09-17,74.52,1,987.95,17.601020408163265
2018-09-18,74.6,1,991.34,17.624489795918368
2018-09-19,75.55,1,987.61,17.74020408163265
2018-09-20,76.9,0,993.49,17.828979591836735
2018-09-21,76.82,0,995.54,17.8865306122449
2018-09-24,76.5,1,1004.74,17.97020408163265
2018-09-25,76.9,1,1002.97,17.92326530612245
2018-09-26,78.48,1,1011.29,18.139795918367348
2018-09-27,80.07,0,1010.74,18.16897959183673
2018-09-28,79.28,0,1009.61,18.32857142857143
2018-10-01,79.28,0,1015.37,18.34734693877551
2018-10-02,76.9,0,1017.13,18.4230612244898
2018-10-03,76.9,0,1012.88,18.41387755102041
2018-10-04,74.52,0,1018.79,18.42408163265306
2018-10-05,74.52,0,1020.4,18.48081632653061
2018-10-08,74.36,0,1023.62,18.39755102040816
2018-10-09,72.54,1,1008.39,18.100408163265307
2018-10-10,72.93,0,996.12,18.37244897959184
2018-10-11,71.11,1,996.19,18.390204081632653
2018-10-12,72.78,0,993.96,18.026938775510207
2018-10-15,72.54,0,945.89,18.1065306122449
2018-10-16,72.46,0,970.08,18.128571428571423
2018-10-17,72.14,0,951.64,18.165510204081635
2018-10-18,71.35,0,963.37,18.18408163265306
2018-10-19,69.84,0,971.6,18.142244897959184
2018-10-23,69.13,0,963.47,17.844285714285714
2018-10-24,68.97,0,958.36,17.78857142857143
2018-10-25,67.54,0,939.68,17.82061224489796
2018-10-26,67.46,0,922.73,18.0534693877551
2018-10-29,66.43,0,910.17,18.017755102040816
2018-10-30,66.35,1,900.82,17.973877551020408
2018-10-31,66.59,0,888.82,17.89673469387755
2018-11-01,66.43,0,888.69,17.994693877551022
2018-11-02,66.43,0,914.76,18.105510204081632
2018-11-05,65.8,1,907.96,18.175102040816327
2018-11-06,67.39,0,924.86,18.25755102040816
2018-11-07,66.59,1,925.53,18.21244897959184
2018-11-08,67.7,0,922.05,18.05632653061225
2018-11-09,67.23,0,922.16,18.07775510204082
2018-11-12,67.15,0,926.28,18.23673469387755
2018-11-13,65.01,1,914.29,18.12265306122449
2018-11-14,65.32,0,918.12,18.048163265306123
2018-11-15,65.24,0,907.99,18.276938775510207
2018-11-16,65.24,1,900.93,18.17551020408164
2018-11-19,65.88,1,897.15,18.170816326530613
2018-11-20,66.99,0,898.19,18.27061224489796
2018-11-21,66.99,1,916.06,18.1661224489796
2018-11-22,67.54,0,919.02,17.80142857142857
2018-11-23,66.59,0,922.56,17.798163265306123
2018-11-26,66.59,0,924.42,17.77673469387755
2018-11-27,65.48,0,917.97,17.685714285714287
2018-11-28,65.32,1,921.03,17.65326530612245
2018-11-29,65.4,0,923.12,17.478163265306122
2018-11-30,65.01,1,930.2,17.76
2018-12-03,66.2,1,926.79,17.810204081632655
2018-12-04,66.43,1,926.54,17.917551020408165
2018-12-05,66.59,0,951.59,17.89183673469388
2018-12-06,66.51,1,958.84,17.857755102040816
2018-12-07,66.99,0,957.14,17.93591836734694
2018-12-10,66.59,0,954.82,17.968163265306124
2018-12-11,65.24,1,958.59,17.85469387755102
2018-12-12,65.64,0,955.89,17.78
2018-12-13,65.4,0,954.58,17.998775510204084
2018-12-14,65.4,1,961.28,18.038367346938774
2018-12-17,65.96,0,960.25,17.903877551020408
2018-12-19,64.77,0,952.04,17.80081632653061
2018-12-20,63.82,0,933.65,17.65734693877551
2018-12-21,63.42,0,919.24,17.630408163265304
2018-12-24,62.23,0,918.24,17.545714285714286
2018-12-25,61.52,0,912.26,17.551224489795917
2018-12-26,60.01,1,908.56,17.403877551020408
2018-12-27,60.09,1,897.94,17.480204081632653
2018-12-28,62.63,0,891.75,17.49591836734694
2019-01-03,58.27,1,900.81,17.858979591836736
2019-01-07,59.46,0,892.54,17.187755102040818
2019-01-08,59.3,1,878.22,17.18591836734694
2019-01-09,59.85,1,889.64,17.31265306122449
2019-01-10,61.44,1,887.44,17.290204081632652
2019-01-11,63.34,1,896.99,17.35857142857143
2019-01-14,64.21,0,898.3,17.34122448979592
2019-01-15,64.21,1,902.71,17.4044
2019-01-16,65.09,1,901.8,17.401600000000002
2019-01-17,65.48,1,909.68,17.479200000000002
2019-01-18,66.28,1,908.7,17.5228
2019-01-21,66.83,1,901.89,17.5002
2019-01-22,67.07,0,902.3,17.3706
2019-01-23,66.43,1,911.05,17.4636
2019-01-24,66.59,1,906.55,17.434
2019-01-25,67.31,0,908.02,17.2392
2019-01-28,66.43,0,908.79,17.299400000000002
2019-01-29,66.43,1,908.88,17.3032
2019-01-30,66.59,1,912.18,17.366400000000002
2019-01-31,67.39,1,915.93,17.4428
2019-02-01,67.46,0,915.84,17.4508
2019-02-11,67.39,1,910.65,17.4958
2019-02-12,67.62,1,908.67,17.4954
2019-02-13,68.26,1,926.1,17.5794
2019-02-14,70.4,1,937.54,17.491600000000002
2019-02-15,73.73,1,945.25,17.6116
2019-02-18,76.9,1,952.34,17.71
2019-02-19,77.69,0,950.89,17.7936
2019-02-20,76.26,1,961.3,17.6016
2019-02-21,77.29,1,964.35,17.5802
2019-02-22,80.86,1,970.58,17.6594
2019-02-25,86.49,1,987.57,17.7244
2019-02-26,88.71,1,988.91,18.0288
2019-02-27,91.96,1,994.43,18.1164
2019-02-28,93.94,1,987.06,18.2272
2019-03-01,94.34,0,990.27,18.307
2019-03-04,94.34,0,965.47,18.3064
2019-03-05,94.02,1,979.63,18.4152
2019-03-06,94.34,0,993.99,18.3882
2019-03-07,94.34,0,992.45,18.3052
2019-03-08,94.34,1,994.49,18.386000000000003
2019-03-11,94.42,0,994.03,18.5
2019-03-12,93.94,1,985.25,18.4498
2019-03-13,94.35,0,984.6,18.4472
2019-03-14,94.03,0,1001.32,18.398
2019-03-15,94.03,1,1005.41,18.5502
2019-03-18,94.43,0,1009.56,18.6832
2019-03-19,94.35,1,1004.12,18.8472
2019-03-20,94.51,1,1011.86,19.085
2019-03-21,95.4,1,1006.59,19.2084
2019-03-22,95.88,0,1002.3,19.108600000000003
2019-03-25,95.8,0,981.78,19.0152
2019-03-26,95.15,0,988.71,19.0364
2019-03-27,95.15,1,970.07,18.8564
2019-03-28,95.32,1,969.79,18.9296
2019-03-29,95.4,0,975.91,19.188
2019-04-01,95.15,1,982.98,19.2032
2019-04-02,95.4,0,980.76,19.0222
2019-04-03,95.4,1,988.53,19.0618
2019-04-04,96.77,0,985.81,18.9218
2019-04-05,95.96,0,984.46,18.744
2019-04-08,95.48,0,986.91,18.6494
2019-04-09,94.75,0,989.26,18.6052
2019-04-10,94.75,0,997.56,18.7552
